student_id,age,gender,department,year,semester,attendance_percentage,internal_marks,assignment_score,exam_score,previous_semester_score,cgpa,arrear_count,study_hours,activity_count,certificate_count,technical_activity_count,sports_activity_count,positive_review_count,negative_review_count,discipline_score,teacher_feedback_score,communication_score,teamwork_score,skill_score,academic_progress,performance_category,at_risk
STU2026361,22,Male,AIDS,III,Sem-6,53,46,50,48,51,4.72,1,16,5,5,2,3,5,1,86,49,55,53,64,Declining,Average,0
STU2026362,21,Female,Electronics & Comm,II,Sem-4,80,74,72,72,70,7.28,0,24,7,8,2,5,4,0,100,82,81,73,100,Improving,Excellent,0
STU2026363,18,Female,AIDS,III,Sem-6,49,52,45,44,41,4.72,2,16,8,7,0,8,5,3,66,43,56,50,68,Improving,Needs Improvement,1
STU2026364,18,Male,Information Technology,III,Sem-6,100,94,97,84,85,8.8,0,28,2,7,2,0,6,0,95,97,84,95,100,Declining,Excellent,0
STU2026365,20,Female,Computer Science,III,Sem-6,77,67,76,62,65,6.4,3,25,9,0,6,3,6,0,97,77,62,66,76,Declining,Good,0
STU2026366,20,Female,AIDS,II,Sem-4,45,45,53,48,41,4.68,2,16,8,1,4,4,3,2,72,42,50,51,55,Improving,At Risk,1
STU2026367,20,Female,AIDS,III,Sem-6,82,74,71,77,73,7.58,0,21,2,8,2,0,6,0,100,83,80,75,100,Improving,Excellent,0
STU2026368,19,Male,Information Technology,II,Sem-3,92,91,79,87,93,8.86,0,24,1,2,0,1,8,0,100,95,83,88,78,Declining,Excellent,0
STU2026369,20,Male,Electrical,III,Sem-5,73,82,72,74,70,7.72,0,28,2,3,2,0,5,0,98,83,72,72,82,Improving,Very Good,0
STU2026370,21,Male,Computer Science,I,Sem-2,75,76,75,71,79,7.3,0,26,0,7,0,0,7,0,95,89,73,77,95,Declining,Excellent,0
STU2026371,18,Male,Computer Science,II,Sem-3,47,42,43,42,42,4.2,3,16,5,2,5,0,4,1,84,49,50,52,63,Improving,At Risk,1
STU2026372,19,Male,Electronics & Comm,II,Sem-3,89,99,89,98,100,9.84,0,28,9,2,3,6,5,0,97,96,92,90,94,Declining,Excellent,0
STU2026373,21,Male,Mechanical,II,Sem-4,45,39,51,37,45,4.0,1,16,5,4,4,1,2,1,88,41,54,50,65,Declining,At Risk,1
STU2026374,21,Female,Electrical,III,Sem-6,51,48,56,46,40,4.68,2,20,5,2,0,5,6,1,89,55,59,54,50,Improving,Needs Improvement,1
STU2026375,18,Male,Information Technology,IV,Sem-8,73,81,73,69,72,7.38,0,23,5,3,4,1,7,0,96,86,75,76,88,Declining,Very Good,0
STU2026376,21,Female,AIDS,III,Sem-6,62,60,62,63,71,6.18,2,18,7,1,0,7,5,4,54,48,58,63,52,Declining,Needs Improvement,1
STU2026377,19,Male,Computer Science,I,Sem-1,60,61,70,66,62,6.4,2,23,9,1,6,3,4,0,100,70,73,72,77,Improving,Average,0
STU2026378,21,Male,Electronics & Comm,IV,Sem-8,69,64,58,57,62,5.98,1,22,7,5,6,1,7,0,100,76,72,60,93,Declining,Good,0
STU2026379,18,Male,Mechanical,III,Sem-5,62,63,70,70,65,6.72,0,23,10,7,5,5,7,0,100,75,63,68,97,Improving,Very Good,0
STU2026380,18,Female,Electronics & Comm,IV,Sem-8,72,77,73,72,65,7.4,0,20,9,0,1,8,6,0,100,80,64,78,63,Improving,Good,0
STU2026381,20,Female,Computer Science,IV,Sem-8,95,91,85,90,89,9.04,0,27,10,4,4,6,5,0,96,97,91,86,100,Improving,Excellent,0
STU2026382,20,Male,Computer Science,III,Sem-5,71,63,69,62,54,6.24,3,21,9,0,2,7,7,0,100,74,68,63,59,Improving,Good,0
STU2026383,22,Male,Electrical,I,Sem-1,59,62,59,52,53,5.6,2,19,3,7,3,0,3,2,75,51,58,52,84,Declining,Average,0
STU2026384,20,Female,Information Technology,I,Sem-1,70,65,78,74,72,7.04,0,22,1,4,1,0,6,0,100,78,73,68,78,Improving,Very Good,0
STU2026385,21,Female,Electronics & Comm,IV,Sem-7,93,91,83,92,90,9.16,0,29,7,4,5,2,8,0,100,97,78,88,100,Improving,Excellent,0
STU2026386,19,Female,Electrical,II,Sem-3,50,52,48,49,54,5.02,2,20,1,3,1,0,5,3,63,41,50,50,53,Declining,Needs Improvement,1
STU2026387,22,Male,Electrical,II,Sem-3,45,43,48,50,57,4.72,3,17,6,0,1,5,3,3,61,37,50,50,41,Declining,At Risk,1
STU2026388,20,Male,AIDS,I,Sem-2,77,88,75,81,82,8.38,0,29,1,6,1,0,5,0,100,86,76,78,95,Declining,Excellent,0
STU2026389,18,Male,Mechanical,III,Sem-6,86,89,82,87,89,8.78,0,30,9,6,6,3,6,0,100,94,83,82,100,Declining,Excellent,0
STU2026390,18,Male,Information Technology,III,Sem-6,68,63,54,66,69,6.48,3,17,5,8,3,2,6,2,75,61,58,61,91,Declining,Very Good,0
STU2026391,21,Female,Electronics & Comm,I,Sem-1,90,90,77,82,82,8.52,0,28,6,4,5,1,7,0,100,93,78,86,100,Improving,Excellent,0
STU2026392,19,Female,Electrical,I,Sem-2,89,87,83,87,88,8.7,0,26,2,7,2,0,7,0,100,98,92,94,100,Declining,Excellent,0
STU2026393,18,Female,Computer Science,IV,Sem-8,87,77,84,72,69,7.4,0,27,4,8,0,4,6,0,100,86,80,79,98,Improving,Excellent,0
STU2026394,18,Male,AIDS,II,Sem-4,79,75,86,78,79,7.68,0,25,9,1,0,9,6,0,98,89,76,84,72,Declining,Very Good,0
STU2026395,21,Female,Electrical,IV,Sem-7,57,55,55,51,49,5.26,1,18,5,2,3,2,6,2,71,53,50,56,61,Improving,Needs Improvement,1
STU2026396,22,Male,Computer Science,IV,Sem-7,60,48,46,54,59,5.16,3,17,2,1,2,0,4,1,83,53,59,60,54,Declining,Needs Improvement,1
STU2026397,21,Female,Computer Science,II,Sem-3,56,55,49,48,55,5.08,2,15,6,3,4,2,4,3,69,41,50,50,64,Declining,Needs Improvement,1
STU2026398,19,Female,Information Technology,I,Sem-2,91,94,97,89,92,9.1,0,30,10,7,0,10,5,0,100,96,86,90,100,Declining,Excellent,0
STU2026399,21,Male,AIDS,IV,Sem-8,78,73,74,70,63,7.12,0,24,3,7,2,1,4,0,95,82,78,80,100,Improving,Very Good,0
STU2026400,22,Female,Electronics & Comm,IV,Sem-8,47,39,43,43,40,4.14,3,16,5,7,1,4,2,3,67,35,53,50,69,Improving,Needs Improvement,1
STU2026401,20,Male,Electronics & Comm,I,Sem-1,73,63,69,69,70,6.66,0,21,9,4,4,5,6,0,100,74,63,65,83,Declining,Very Good,0
STU2026402,21,Male,Mechanical,IV,Sem-7,45,45,46,39,46,4.14,2,15,7,6,0,7,6,1,90,53,54,55,64,Declining,Average,0
STU2026403,22,Female,Electrical,IV,Sem-7,94,80,79,86,80,8.36,0,25,4,2,4,0,6,0,100,92,83,87,91,Improving,Excellent,0
STU2026404,22,Male,Mechanical,I,Sem-1,57,57,69,54,56,5.52,1,20,10,1,3,7,5,1,88,63,58,56,64,Declining,Needs Improvement,1
STU2026405,18,Female,AIDS,IV,Sem-8,72,75,65,73,66,7.38,0,26,9,7,2,7,5,0,98,78,65,79,95,Improving,Very Good,0
STU2026406,20,Female,Computer Science,I,Sem-2,45,39,43,45,39,4.26,1,19,3,2,3,0,5,3,69,38,50,50,53,Improving,At Risk,1
STU2026407,20,Female,Electrical,III,Sem-5,53,64,61,64,62,6.4,2,20,6,7,2,4,6,1,89,62,62,62,82,Improving,Good,0
STU2026408,19,Female,AIDS,IV,Sem-7,45,41,40,34,41,4.0,3,17,10,8,0,10,4,4,53,35,50,50,65,Declining,At Risk,1
STU2026409,21,Female,Information Technology,II,Sem-4,88,84,85,76,70,7.92,0,24,8,1,4,4,8,0,100,95,78,85,87,Improving,Very Good,0
STU2026410,22,Female,Electronics & Comm,III,Sem-5,76,75,86,76,73,7.56,0,29,6,0,0,6,8,0,99,92,81,83,67,Improving,Very Good,0
STU2026411,21,Female,Mechanical,III,Sem-6,100,97,88,88,85,9.16,0,26,9,4,6,3,5,0,100,96,81,84,100,Improving,Excellent,0
STU2026412,21,Male,Computer Science,II,Sem-4,64,70,71,63,66,6.58,0,23,10,6,6,4,6,0,96,72,60,60,95,Declining,Very Good,0
STU2026413,18,Male,Computer Science,I,Sem-1,84,86,81,83,88,8.42,0,30,10,8,1,9,5,0,99,90,90,81,100,Declining,Excellent,0
STU2026414,21,Female,Computer Science,I,Sem-1,95,92,93,93,100,9.26,0,25,7,3,1,6,7,0,100,97,90,81,88,Declining,Excellent,0
STU2026415,20,Male,Computer Science,IV,Sem-8,92,87,86,76,83,8.04,0,27,7,8,4,3,8,0,98,96,76,86,100,Declining,Excellent,0
STU2026416,18,Female,Mechanical,III,Sem-5,57,52,61,46,53,4.84,3,20,5,7,5,0,6,1,85,57,56,59,87,Declining,Average,0
STU2026417,19,Female,Electronics & Comm,IV,Sem-7,70,73,68,70,66,7.12,0,21,6,6,6,0,6,0,100,74,64,70,97,Improving,Very Good,0
STU2026418,19,Female,AIDS,I,Sem-2,45,41,53,38,43,4.0,2,15,3,3,3,0,2,1,88,42,50,50,58,Declining,At Risk,1
STU2026419,19,Male,Mechanical,I,Sem-1,52,59,56,50,49,5.36,2,18,5,5,5,0,3,3,61,47,53,63,82,Improving,Needs Improvement,1
STU2026420,18,Female,Electrical,I,Sem-1,86,87,76,72,80,7.8,0,23,2,1,2,0,6,0,100,88,77,86,78,Declining,Very Good,0
STU2026421,20,Female,Mechanical,IV,Sem-7,45,45,44,39,37,4.14,2,17,0,3,0,0,5,3,63,42,50,50,51,Improving,At Risk,1
STU2026422,20,Female,AIDS,IV,Sem-8,71,68,78,70,66,6.92,0,27,6,6,3,3,7,0,100,82,76,67,94,Improving,Very Good,0
STU2026423,21,Male,Computer Science,I,Sem-1,57,62,54,60,53,6.08,2,22,0,2,0,0,3,3,65,47,62,62,55,Improving,Needs Improvement,1
STU2026424,22,Female,AIDS,III,Sem-6,45,46,40,40,46,4.24,3,13,8,7,5,3,4,4,50,35,50,50,75,Declining,Needs Improvement,1
STU2026425,18,Female,Electrical,II,Sem-4,52,51,52,56,58,5.4,3,16,0,0,0,0,5,2,75,49,57,54,41,Declining,Needs Improvement,1
STU2026426,18,Male,Electronics & Comm,III,Sem-6,51,48,41,49,50,4.86,3,18,0,7,0,0,3,2,76,40,50,50,65,Declining,Average,0
STU2026427,22,Male,AIDS,IV,Sem-7,46,46,43,45,51,4.54,1,14,6,6,0,6,2,1,89,41,50,50,60,Declining,Needs Improvement,1
STU2026428,19,Female,Computer Science,III,Sem-6,74,76,75,69,76,7.18,0,25,6,7,5,1,7,0,100,80,68,67,100,Declining,Excellent,0
STU2026429,22,Male,Electrical,IV,Sem-7,96,98,86,88,94,9.2,0,29,0,2,0,0,7,0,96,100,94,85,84,Declining,Excellent,0
STU2026430,18,Female,Mechanical,III,Sem-5,63,65,68,68,69,6.68,0,21,7,0,6,1,5,0,97,73,72,61,74,Declining,Average,0
STU2026431,20,Female,Information Technology,II,Sem-4,45,37,40,29,34,4.0,2,16,4,7,2,2,5,4,56,35,50,50,66,Declining,At Risk,1
STU2026432,19,Female,Electrical,IV,Sem-7,87,80,91,88,87,8.48,0,27,5,8,0,5,8,0,99,97,78,81,100,Improving,Excellent,0
STU2026433,18,Female,Mechanical,I,Sem-1,52,50,43,55,53,5.3,2,18,0,1,0,0,4,1,87,50,50,50,44,Improving,Needs Improvement,1
STU2026434,22,Female,Computer Science,III,Sem-6,73,77,63,71,76,7.34,0,21,6,0,6,0,6,0,100,78,71,66,77,Declining,Good,0
STU2026435,18,Male,Mechanical,II,Sem-4,45,51,41,40,41,4.44,2,19,2,0,2,0,4,2,71,43,50,50,44,Declining,At Risk,1
STU2026436,21,Male,Electronics & Comm,II,Sem-4,87,87,82,79,77,8.22,0,25,9,3,3,6,8,0,96,98,86,80,94,Improving,Excellent,0
STU2026437,20,Female,Mechanical,IV,Sem-7,66,68,64,55,55,6.02,3,23,10,1,1,9,5,0,99,71,70,66,61,Improving,Average,0
STU2026438,18,Male,Information Technology,III,Sem-5,85,81,87,72,64,7.56,0,29,7,4,5,2,6,0,95,88,73,82,99,Improving,Very Good,0
STU2026439,20,Female,AIDS,IV,Sem-8,83,87,85,76,73,8.04,0,29,8,1,2,6,5,0,100,89,78,80,81,Improving,Very Good,0
STU2026440,22,Female,Electrical,II,Sem-4,88,90,86,91,91,9.06,0,25,10,5,2,8,6,0,100,94,87,80,99,Improving,Excellent,0
STU2026441,19,Male,Mechanical,IV,Sem-7,94,83,92,93,97,8.9,0,29,1,1,1,0,5,0,100,93,92,91,80,Declining,Excellent,0
STU2026442,18,Female,Electrical,III,Sem-6,54,53,41,41,47,4.58,2,15,7,0,1,6,3,3,69,39,53,50,43,Declining,At Risk,1
STU2026443,18,Female,AIDS,II,Sem-3,93,86,92,97,95,9.26,0,26,3,6,0,3,7,0,100,100,97,87,100,Improving,Excellent,0
STU2026444,22,Male,AIDS,II,Sem-3,77,65,67,69,68,6.74,0,24,4,3,4,0,4,0,100,74,70,75,83,Improving,Good,0
STU2026445,22,Female,Computer Science,IV,Sem-7,86,85,90,83,78,8.38,0,29,8,7,3,5,7,0,100,94,77,89,100,Improving,Excellent,0
STU2026446,19,Male,Electronics & Comm,IV,Sem-8,56,52,58,48,40,4.96,3,17,6,1,1,5,4,2,76,52,58,52,53,Improving,Needs Improvement,1
STU2026447,18,Male,Electrical,IV,Sem-7,76,78,73,69,68,7.26,0,20,7,3,2,5,4,0,100,74,70,66,77,Improving,Very Good,0
STU2026448,22,Female,Computer Science,IV,Sem-7,45,50,40,45,47,4.7,3,13,2,0,2,0,5,1,87,46,51,50,41,Declining,Needs Improvement,1
STU2026449,18,Male,Mechanical,I,Sem-2,87,79,90,82,74,8.08,0,27,6,7,6,0,8,0,100,96,78,83,100,Improving,Excellent,0
STU2026450,18,Female,Mechanical,III,Sem-5,45,46,40,40,36,4.24,3,17,4,5,3,1,5,4,49,35,50,50,66,Improving,At Risk,1
STU2026451,18,Male,Information Technology,III,Sem-6,71,72,70,65,61,6.78,0,20,7,4,4,3,6,0,99,74,70,61,83,Improving,Very Good,0
STU2026452,22,Male,Computer Science,II,Sem-3,59,58,60,53,55,5.5,1,23,7,7,4,3,5,3,68,56,63,62,91,Declining,Average,0
STU2026453,20,Male,Computer Science,IV,Sem-7,60,69,65,63,69,6.54,0,23,3,3,3,0,6,0,100,73,64,66,76,Declining,Good,0
STU2026454,19,Male,Electronics & Comm,I,Sem-1,60,52,54,57,63,5.5,1,22,9,5,0,9,3,2,74,52,60,55,68,Declining,Average,0
STU2026455,19,Female,AIDS,II,Sem-4,84,80,83,75,72,7.7,0,30,4,1,0,4,6,0,100,92,78,83,75,Improving,Very Good,0
STU2026456,19,Female,Electrical,II,Sem-4,88,78,87,75,70,7.62,0,24,2,3,1,1,8,0,100,94,83,85,84,Improving,Excellent,0
STU2026457,21,Male,Computer Science,II,Sem-4,82,78,74,80,76,7.92,0,29,8,7,1,7,5,0,100,87,74,77,99,Improving,Excellent,0
STU2026458,22,Female,AIDS,III,Sem-6,64,65,70,73,80,6.98,0,24,7,7,2,5,7,0,100,77,60,64,90,Declining,Very Good,0
STU2026459,19,Male,Electrical,II,Sem-4,50,58,55,45,48,5.02,2,19,1,2,1,0,3,3,66,41,55,50,53,Declining,At Risk,1
STU2026460,22,Male,Electrical,III,Sem-6,64,62,66,68,70,6.56,0,20,6,0,1,5,6,0,98,71,64,68,55,Declining,Good,0
STU2026461,18,Female,Computer Science,III,Sem-5,80,76,76,74,77,7.48,0,23,8,3,2,6,6,0,100,89,82,79,86,Declining,Very Good,0
STU2026462,20,Female,Information Technology,II,Sem-4,45,36,43,40,44,4.0,3,18,10,0,3,7,3,4,50,35,50,50,41,Declining,At Risk,1
STU2026463,19,Female,Information Technology,IV,Sem-8,52,55,55,60,65,5.8,1,19,7,8,0,7,5,2,80,55,54,56,79,Declining,Good,0
STU2026464,18,Female,AIDS,III,Sem-6,51,54,55,49,51,5.1,3,15,9,0,1,8,4,3,68,43,57,52,45,Declining,At Risk,1
STU2026465,19,Female,Computer Science,IV,Sem-7,64,67,71,63,57,6.46,1,18,10,8,1,9,4,0,100,68,72,59,89,Improving,Very Good,0
STU2026466,19,Male,Computer Science,IV,Sem-8,47,53,44,53,46,5.3,2,18,0,2,0,0,6,4,49,42,50,50,49,Improving,Needs Improvement,1
STU2026467,22,Female,Electrical,I,Sem-2,100,87,86,87,88,8.7,0,28,10,7,1,9,7,0,100,99,87,91,100,Declining,Excellent,0
STU2026468,21,Female,Information Technology,I,Sem-1,70,62,62,69,71,6.62,0,22,7,7,3,4,3,0,96,65,64,67,89,Declining,Very Good,0
STU2026469,21,Female,AIDS,III,Sem-6,79,78,69,75,74,7.62,0,21,9,6,3,6,7,0,100,82,69,77,93,Improving,Excellent,0
STU2026470,22,Male,Electrical,I,Sem-1,85,84,88,79,77,8.1,0,27,6,8,0,6,7,0,96,96,80,88,100,Improving,Excellent,0
STU2026471,20,Female,Electrical,II,Sem-4,45,50,42,41,47,4.46,2,17,6,3,3,3,3,1,87,48,50,56,62,Declining,Needs Improvement,1
STU2026472,19,Female,AIDS,IV,Sem-8,59,65,63,68,64,6.68,0,21,4,2,1,3,4,0,100,68,59,60,64,Improving,Good,0
STU2026473,20,Male,Mechanical,IV,Sem-7,48,36,43,36,42,4.0,2,14,3,0,3,0,3,4,47,35,50,50,44,Declining,At Risk,1
STU2026474,20,Female,Computer Science,I,Sem-1,88,77,80,82,81,8.0,0,24,1,0,1,0,5,0,95,86,82,77,70,Improving,Very Good,0
STU2026475,18,Male,Computer Science,II,Sem-3,45,35,44,40,38,4.0,3,13,8,6,3,5,2,2,74,35,50,50,67,Improving,At Risk,1
STU2026476,20,Male,Computer Science,IV,Sem-8,45,39,40,31,31,4.0,3,16,5,0,0,5,3,4,51,35,50,50,40,Improving,At Risk,1
STU2026477,22,Male,Electronics & Comm,I,Sem-2,99,92,88,93,90,9.26,0,31,5,7,0,5,7,0,95,100,96,91,100,Improving,Excellent,0
STU2026478,22,Male,Mechanical,I,Sem-1,45,47,40,38,37,4.16,3,15,3,1,0,3,3,3,66,35,50,50,40,Improving,At Risk,1
STU2026479,19,Female,Information Technology,I,Sem-1,94,89,91,83,83,8.54,0,27,10,0,4,6,8,0,100,100,88,94,86,Improving,Excellent,0
STU2026480,18,Male,AIDS,III,Sem-6,54,45,51,48,52,4.68,3,17,2,7,2,0,3,1,90,50,50,50,77,Declining,Average,0
STU2026481,18,Male,Information Technology,II,Sem-3,50,54,47,45,53,4.86,1,17,7,4,1,6,4,2,77,45,50,53,59,Declining,Needs Improvement,1
STU2026482,19,Female,Electronics & Comm,IV,Sem-7,59,53,48,54,58,5.36,2,16,7,7,3,4,6,2,78,54,50,61,81,Declining,Average,0
STU2026483,21,Female,Computer Science,III,Sem-5,66,66,73,73,74,7.02,0,23,4,6,4,0,7,0,96,78,71,65,93,Declining,Very Good,0
STU2026484,21,Male,Information Technology,II,Sem-3,45,43,43,44,48,4.36,2,15,5,6,3,2,4,1,89,40,50,50,65,Declining,Needs Improvement,1
STU2026485,21,Male,Information Technology,IV,Sem-8,88,85,83,87,94,8.62,0,28,5,0,5,0,8,0,100,92,79,77,82,Declining,Excellent,0
STU2026486,21,Male,Electronics & Comm,I,Sem-1,54,56,49,50,49,5.24,3,19,10,2,0,10,3,1,93,51,58,54,52,Improving,Needs Improvement,1
STU2026487,22,Male,Mechanical,II,Sem-4,47,45,49,53,57,4.98,3,16,6,1,0,6,4,2,75,44,50,54,43,Declining,At Risk,1
STU2026488,21,Female,Computer Science,II,Sem-4,45,44,44,44,49,4.4,3,14,6,2,1,5,4,2,73,36,50,50,43,Declining,At Risk,1
STU2026489,19,Male,Electrical,II,Sem-3,54,45,48,47,52,4.62,2,19,9,1,6,3,4,1,87,50,50,51,63,Declining,Needs Improvement,1
STU2026490,18,Female,Computer Science,III,Sem-5,72,71,66,61,54,6.5,2,26,0,0,0,0,5,0,100,76,62,71,59,Improving,Good,0
STU2026491,22,Female,Electrical,IV,Sem-8,72,70,74,72,71,7.12,0,22,10,6,3,7,4,0,100,75,73,78,93,Improving,Very Good,0
STU2026492,18,Male,Electrical,IV,Sem-7,45,46,41,36,39,4.0,2,16,10,7,4,6,5,2,71,39,50,50,73,Declining,Needs Improvement,1
STU2026493,20,Male,AIDS,III,Sem-6,52,50,46,52,57,5.12,2,20,1,6,1,0,4,2,79,48,50,50,69,Declining,Average,0
STU2026494,21,Male,Electronics & Comm,IV,Sem-7,84,88,86,85,83,8.62,0,25,10,1,0,10,8,0,95,98,83,85,77,Improving,Excellent,0
STU2026495,21,Female,Information Technology,III,Sem-6,97,85,86,96,90,9.16,0,31,5,3,4,1,5,0,100,95,90,89,100,Improving,Excellent,0
STU2026496,21,Female,Information Technology,II,Sem-4,45,39,40,44,42,4.2,3,13,9,5,1,8,4,4,56,35,50,50,60,Improving,At Risk,1
STU2026497,18,Male,Electrical,IV,Sem-8,88,84,76,87,86,8.58,0,23,6,0,4,2,8,0,100,92,76,78,79,Improving,Excellent,0
STU2026498,19,Female,AIDS,IV,Sem-7,68,76,64,71,72,7.3,0,24,1,4,1,0,7,0,100,81,69,72,78,Declining,Very Good,0
STU2026499,20,Female,Computer Science,III,Sem-5,83,90,82,75,72,8.1,0,30,7,6,2,5,6,0,95,91,86,82,100,Improving,Excellent,0
STU2026500,21,Female,Electronics & Comm,IV,Sem-8,47,39,44,38,42,4.0,1,14,5,0,5,0,4,4,57,35,50,50,50,Declining,At Risk,1
STU2026501,19,Female,AIDS,IV,Sem-8,87,84,85,78,81,8.04,0,30,9,1,5,4,6,0,100,94,91,90,92,Declining,Very Good,0
STU2026502,19,Male,Computer Science,III,Sem-6,45,42,51,51,47,4.74,3,19,6,3,0,6,3,2,77,43,57,50,52,Improving,At Risk,1
STU2026503,22,Male,AIDS,IV,Sem-7,90,87,85,79,85,8.22,0,25,0,1,0,0,5,0,96,86,87,84,72,Declining,Very Good,0
STU2026504,22,Male,Computer Science,IV,Sem-8,73,82,73,79,86,8.02,0,27,6,4,4,2,5,0,96,82,78,71,92,Declining,Very Good,0
STU2026505,22,Male,Electrical,I,Sem-2,72,74,76,61,69,6.62,0,26,9,8,5,4,4,0,98,73,64,65,100,Declining,Very Good,0
STU2026506,22,Male,Computer Science,IV,Sem-8,45,47,44,40,34,4.28,3,15,0,1,0,0,4,3,67,38,50,50,41,Improving,At Risk,1
STU2026507,18,Male,Electronics & Comm,I,Sem-2,77,70,81,75,83,7.3,0,23,9,8,4,5,5,0,96,80,67,71,100,Declining,Excellent,0
STU2026508,18,Male,Information Technology,III,Sem-5,96,92,88,92,92,9.2,0,26,9,6,0,9,7,0,99,99,93,94,100,Improving,Excellent,0
STU2026509,19,Female,Electrical,I,Sem-2,82,71,73,68,68,6.92,0,26,10,3,5,5,6,0,100,83,72,75,90,Improving,Very Good,0
STU2026510,19,Female,Electrical,IV,Sem-7,90,86,91,85,80,8.54,0,30,8,6,0,8,7,0,100,100,83,89,100,Improving,Excellent,0
STU2026511,20,Female,Information Technology,II,Sem-4,45,35,44,31,30,4.0,1,16,4,7,0,4,4,3,67,35,50,50,60,Improving,At Risk,1
STU2026512,18,Male,Information Technology,III,Sem-6,54,52,53,53,49,5.26,2,14,10,8,5,5,4,2,73,45,54,53,87,Improving,Average,0
STU2026513,20,Male,AIDS,III,Sem-5,77,80,81,71,77,7.46,0,23,7,8,2,5,6,0,100,83,74,73,100,Declining,Excellent,0
STU2026514,18,Female,Electrical,III,Sem-5,69,77,72,65,62,6.98,0,25,0,1,0,0,6,0,100,81,80,79,65,Improving,Good,0
STU2026515,18,Female,AIDS,II,Sem-4,70,69,61,68,60,6.84,0,23,3,0,3,0,7,0,100,75,69,63,64,Improving,Good,0
STU2026516,22,Male,Mechanical,IV,Sem-7,83,77,74,70,64,7.28,0,23,2,8,2,0,4,0,100,79,82,75,100,Improving,Excellent,0
STU2026517,19,Female,Computer Science,III,Sem-5,93,89,79,83,84,8.54,0,27,4,4,1,3,5,0,100,89,87,80,89,Declining,Excellent,0
STU2026518,20,Male,Electrical,IV,Sem-7,61,58,60,57,60,5.74,1,17,5,2,3,2,5,1,84,60,64,60,65,Declining,Average,0
STU2026519,19,Male,Mechanical,II,Sem-4,46,38,42,43,42,4.1,2,16,5,4,2,3,5,2,79,44,50,50,59,Improving,Needs Improvement,1
STU2026520,21,Female,Information Technology,II,Sem-4,75,78,77,72,70,7.44,0,24,0,2,0,0,7,0,100,88,71,75,74,Improving,Very Good,0
STU2026521,19,Female,AIDS,III,Sem-5,64,62,58,61,65,6.14,3,23,6,2,0,6,3,1,85,59,58,61,59,Declining,Average,0
STU2026522,22,Male,AIDS,II,Sem-3,76,75,67,79,86,7.74,0,23,4,7,0,4,7,0,98,85,71,80,91,Declining,Excellent,0
STU2026523,22,Male,Information Technology,III,Sem-5,93,82,90,82,89,8.2,0,29,1,8,1,0,6,0,98,93,80,82,100,Declining,Excellent,0
STU2026524,18,Male,Electrical,I,Sem-2,91,92,84,89,83,9.02,0,32,0,6,0,0,7,0,100,100,89,88,100,Improving,Excellent,0
STU2026525,20,Female,Electrical,I,Sem-2,73,68,74,75,75,7.22,0,23,6,3,2,4,4,0,97,77,66,68,79,Improving,Good,0
STU2026526,18,Female,Information Technology,III,Sem-6,57,48,59,48,48,4.8,2,18,5,4,0,5,3,1,93,52,51,54,60,Improving,Needs Improvement,1
STU2026527,20,Female,AIDS,III,Sem-5,72,76,78,66,61,7.0,0,22,10,1,0,10,5,0,98,79,80,69,66,Improving,Good,0
STU2026528,18,Female,Electronics & Comm,IV,Sem-7,64,61,64,64,69,6.28,3,24,4,8,2,2,6,0,100,75,63,68,94,Declining,Very Good,0
STU2026529,18,Female,Electrical,I,Sem-1,77,67,72,62,55,6.4,3,21,6,7,5,1,4,0,97,75,77,77,100,Improving,Very Good,0
STU2026530,22,Female,Mechanical,IV,Sem-8,70,67,64,67,65,6.7,0,24,0,8,0,0,6,0,99,79,70,70,92,Improving,Very Good,0
STU2026531,20,Male,Information Technology,II,Sem-3,66,61,64,66,62,6.4,2,25,0,3,0,0,5,0,100,73,63,62,68,Improving,Good,0
STU2026532,20,Female,Electronics & Comm,I,Sem-2,79,85,79,78,71,8.08,0,27,0,5,0,0,6,0,97,85,77,72,85,Improving,Excellent,0
STU2026533,22,Male,AIDS,IV,Sem-8,92,88,84,90,89,8.92,0,26,4,3,4,0,8,0,97,97,90,82,96,Improving,Excellent,0
STU2026534,21,Female,Information Technology,IV,Sem-7,67,61,63,62,69,6.16,3,20,10,4,0,10,6,0,97,73,63,66,71,Declining,Good,0
STU2026535,22,Male,Computer Science,II,Sem-3,63,69,66,55,63,6.06,1,23,0,1,0,0,6,1,84,66,55,68,55,Declining,Average,0
STU2026536,18,Male,Information Technology,I,Sem-2,50,48,40,36,31,4.08,3,19,5,1,1,4,3,4,56,35,55,50,45,Improving,At Risk,1
STU2026537,20,Female,Electrical,II,Sem-3,46,39,40,31,30,4.0,1,16,4,1,4,0,5,2,71,40,50,50,50,Improving,At Risk,1
STU2026538,19,Female,Electrical,II,Sem-4,73,82,78,67,74,7.3,0,22,1,3,0,1,6,0,100,82,68,77,74,Declining,Very Good,0
STU2026539,20,Male,Electronics & Comm,I,Sem-1,69,71,74,67,72,6.86,0,21,10,4,4,6,6,0,100,79,66,70,88,Declining,Very Good,0
STU2026540,21,Female,Electronics & Comm,I,Sem-1,83,91,81,86,82,8.8,0,27,7,7,6,1,5,0,96,90,89,90,100,Improving,Excellent,0
STU2026541,20,Male,Computer Science,III,Sem-5,48,47,51,53,58,5.06,2,19,6,5,1,5,4,4,53,37,57,52,63,Declining,Needs Improvement,1
